Title,Release Date,Score,Genre,Summary,Actors,Languages,Revenue,Country
The Lord of the Rings: The Return of the King,17-Dec-03,93.0,"Action, Adventure, Drama, Fantasy","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.","Ali Astin, Noel Appleby, Sean Astin, David Aston","English, Quenya, Old English, Sindarin","$377,845,905","Portugal,Italy,Sweden,Turkey"
Enders Game,01-Nov-13,62.0,"Action, Adventure, Fantasy, Sci-Fi","Talented preteen children, including Andrew Ender Wiggin, are trained for battle against the alien insectoid Formics (Buggers) invading Earth.","Abigail Breslin, Asa Butterfield, Hailee Steinfeld, Harrison Ford",English,"$61,737,191","Romania,Hong Kong,Switzerland,Hungary,Czech Republic,Spain,Germany,Italy,Singapore,India,Malaysia,Slovakia"
The Wolf of Wall Street,25-Dec-13,79.0,"Biography, Crime, Drama","Martin Scorceses high-rolling Wall Street drama is based on the memoirs of stockbroker Jordan Belfort, whose giddy career ended in federal prison.","Margot Robbie, Leonardo DiCaprio, Jonah Hill, Matthew McConaughey","English, French","$116,900,694","Romania,Hong Kong,South Africa,Switzerland,Belgium,Hungary,Thailand,Czech Republic,Spain,Germany,Slovakia,United Kingdom,Japan"
The Baader Meinhof Complex,25-Sep-08,85.0,"Action, Biography, Crime, Drama, History, Thriller",A radical terrorist group known as the Red Army Faction uses extreme violence to combat what they perceive as a new fascist threat in 1970s Germany.,"Jan Josef Liefers, Johanna Wokalek, Moritz Bleibtreu, Martina Gedeck","German, English, French, Swedish, Arabic","$476,270","Switzerland,Germany"
Quigley Down Under,19-Oct-90,59.0,"Action, Adventure, Drama, Romance, Western",Tom Selleck shines as a self-possessed American sharpshooter who journeys to 1860s Australia to work for a rich land baron with a hidden agenda.,"Laura San Giacomo, Chris Haywood, Alan Rickman, Tom Selleck","English, Aboriginal","$21,413,105",United States
Divine Secrets of the Ya-Ya Sisterhood,07-Jun-02,45.0,Drama,"In this Southern-fried comedy, a group of lifelong female friends go through decades of ups and downs, becoming all the stronger for it.","Ellen Burstyn, Sandra Bullock, James Garner, Fionnula Flanagan",English,"$69,599,016","Thailand,Hong Kong,Singapore,Malaysia"
Death Sentence,31-Aug-07,20.0,"Action, Crime, Drama, Thriller",Kevin Bacon stars as a grieving father who decides to take the law into his own hands when his son is senselessly murdered by a gang member.,"Garrett Hedlund, Jordan Garrett, Kevin Bacon, Kelly Preston",English,"$9,534,258","Belgium,Netherlands"
The Spy Next Door,15-Jan-10,12.0,"Action, Comedy, Family","While babysitting, an undercover agent is thrust back into the world of top-secret adventure when one his young charges downloads a classified file.","Will Shadley, Amber Valletta, Madeline Carroll, Jackie Chan","English, Chinese, Russian","$24,307,086","Japan,Canada,Romania,Sweden,Poland,United Kingdom,Australia,United States,Singapore,Thailand"
Slumdog Millionaire,25-Dec-08,91.0,"Drama, Romance","After coming within one question of winning a fortune on a game show, an uneducated young slumdog is accused of cheating and arrested.","Anil Kapoor, Saurabh Shukla, Raj Zutshi, Dev Patel","English, Hindi, French, German","$141,319,928","Romania,Hungary,Brazil,Czech Republic,Argentina,Slovakia,Mexico,Colombia"
How Do You Know,17-Dec-10,31.0,"Comedy, Drama, Romance","Feeling spurned after being cut from the national team, newly single softball player Lisa finds herself in a heated love triangle.","Jack Nicholson, Reese Witherspoon, Paul Rudd, Owen Wilson",English,"$30,212,620","Canada,Romania,South Africa,Poland,Hungary,Lithuania,Czech Republic,Turkey,United Kingdom,Slovakia,Israel,Portugal,Russia"
Training Day,05-Oct-01,73.0,"Crime, Drama, Thriller","A rookie cop tries to prove himself to a narcotics agent during a ride along, but soon he suspects that the veteran detective may be a thug himself.","Denzel Washington, Scott Glenn, Ethan Hawke, Tom Berenger","English, Russian, Spanish, Korean, Greek","$76,631,907","Switzerland,Belgium,France,Japan,South Korea,Germany,Australia,Sweden,Turkey,Italy,United States"
Reservoir Dogs,02-Sep-92,92.0,"Crime, Drama, Thriller","In Quentin Tarantinos raw directorial debut, a botched robbery indicates a police informant, and pressure mounts in the aftermath at a warehouse.","Tim Roth, Michael Madsen, Harvey Keitel, Chris Penn",English,"$2,832,029","France,Russia,Canada,Italy,Germany,Switzerland"
Pans Labyrinth,19-Jan-07,95.0,"Drama, Fantasy, War",Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.,"Doug Jones, Maribel Verdú, Ivana Baquero, Sergi López",Spanish,"$37,634,615","United States,South Korea"
The Final Destination,28-Aug-09,28.0,"Action, Fantasy, Horror, Sci-Fi, Thriller","Nick OBannon thinks hes cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans.","Haley Webb, Nick Zano, Bobby Campo, Shantel VanSanten",English,"$66,477,700","Japan,Switzerland,Italy"
Sex Drive,17-Oct-08,46.0,"Comedy, Romance",Eighteen-year-old Ian sets out on a cross country road trip with his best friends to lose his virginity to a red-hot babe he met on the Internet.,"Clark Duke, James Marsden, Josh Zuckerman, Amanda Crew",English,"$8,402,485","United States,Canada"
Dredd,21-Sep-12,79.0,"Action, Crime, Sci-Fi","In a catastrophic future, the remaining population is crowded into megacities, where all-powerful and ultraviolent cops are hunting for terrorists.","Andile Mngadi, Rachel Wood, Karl Urban, Porteus Xandau",English,"$13,414,714","Canada,United Kingdom"
You Dont Mess with the Zohan,06-Jun-08,37.0,Comedy,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.,"Nick Swardson, Adam Sandler, Emmanuelle Chriqui, John Turturro","English, Hebrew","$100,018,837","Japan,Switzerland,Iceland,Belgium,Russia,Brazil,South Africa,Israel,Italy,Argentina,Greece,Turkey,Mexico,Colombia,United Kingdom,Germany,Australia,Canada"
Defiance,16-Jan-09,58.0,"Action, Drama, History, Thriller, War","In this action-packed drama based on an extraordinary true story, four brothers protect more than 1,000 Jewish refugees during World War II.","Liev Schreiber, Daniel Craig, Jamie Bell, Alexa Davalos","English, German, Russian","$28,644,813","Romania,United Kingdom,Switzerland,Germany,Sweden,Czech Republic,Slovakia,United States,Hungary,Spain"
Red Dawn,21-Nov-12,15.0,"Action, Drama","When North Korean military forces invade American soil, Marine Jed Eckert and a group of his teenage pals elude capture and organize a resistance.","Josh Peck, Josh Hutcherson, Adrianne Palicki, Chris Hemsworth","English, Korean","$44,806,783","Hong Kong,India,Germany,Singapore,Sweden"
Diana,20-Sep-13,7.0,"Biography, Drama, Romance","In the two years before her death, Princess Diana embarks on a vital campaign to ban landmines and on a passionate love affair with Dr. Hasnat Khan.","James Puddephatt, Naomi Watts, Cas Anvar, Charles Edwards",English,"$335,359","India,United Kingdom,Germany,Canada"
Dear John,05-Feb-10,28.0,"Drama, Romance, War","While on leave, a U.S. soldier falls for a Southern college student, but when he must reenlist, their handwritten letters hold the lovers together.","Henry Thomas, Amanda Seyfried, Channing Tatum, Richard Jenkins",English,"$80,014,842","United Kingdom,Japan,Romania,Switzerland,Canada,Spain,Germany,Israel,Italy,Australia,Singapore,Sweden"
Scooby-Doo,14-Jun-02,31.0,"Adventure, Comedy, Family, Fantasy, Mystery","In this live-action feature, Scooby and the gang journey to Spooky Island, where a magical force is awakened that could spell doom for the human race.","Linda Cardellini, Freddie Prinze Jr., Matthew Lillard, Sarah Michelle Gellar",English,"$153,294,164","Romania,Hungary,France,Belgium,Switzerland,Canada,Brazil,Czech Republic,Netherlands,Germany,Australia,Poland,Argentina,Slovakia,Mexico,Colombia"
Gods Not Dead,21-Mar-14,12.0,Drama,A spiritual college student clashes with an atheistic professor who insists that students will only pass his class by admitting that God is dead.,"Kevin Sorbo, David A.R. White, Dean Cain, Shane Harper",English,"$60,755,732","Argentina,United States,Brazil,Mexico,Colombia"
Don Jon,27-Sep-13,79.0,"Comedy, Drama, Romance","Jon Martellos romantic exploits are legendary among his friends, but his obsession with online porn saps his enthusiasm for real sex.","Scarlett Johansson, Joseph Gordon-Levitt, Julianne Moore, Tony Danza",English,"$24,477,704","Thailand,India"
The Girl with the Dragon Tattoo,21-Dec-11,87.0,"Crime, Drama, Mystery, Thriller","When a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy.","Rooney Mara, Christopher Plummer, Daniel Craig, Stellan Skarsgård","English, Swedish","$102,515,793","Russia,Switzerland,Japan,Canada,Germany,United States"
Turbo,17-Jul-13,67.0,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",A speed-obsessed snail who dreams of being the worlds greatest race car driver gets his chance when an accident imbues him with high-octane speed.,"Paul Giamatti, Samuel L. Jackson, Michael Peña, Ryan Reynolds",English,"$83,028,128","Romania,South Korea,Sweden,United States,Iceland,Poland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Switzerland,Australia,Turkey,Hong Kong,France,Mexico,Argentina,Brazil,Thailand,Singapore,Lithuania,Israel,United Kingdom,Malaysia,Russia,Colombia"
Red Corner,31-Oct-97,30.0,"Crime, Drama, Thriller",An American businessman finds himself charged with murder and thrown headlong into Chinas nightmarish legal system in this tense thriller.,"Bradley Whitford, Bai Ling, Byron Mann, Richard Gere","English, Mandarin","$22,459,274",United Kingdom
I Capture the Castle,08-Aug-03,79.0,"Drama, Romance","To save the crumbling castle in which he resides, a writer tries to marry off his daughters to two wealthy Americans whove arrived to take ownership.","Bill Nighy, Sophie Stuckey, Helena Little, Romola Garai",English,"$1,179,035",Netherlands
The Cable Guy,14-Jun-96,53.0,"Comedy, Drama, Thriller","When Steven moves into a new place, an overzealous cable guy hooks him up -- and doesnt let go, even after Steven tries to end their friendship.","Jack Black, Leslie Mann, Matthew Broderick, Jim Carrey","English, French","$60,240,295","Japan,Portugal,Mexico,Switzerland,Canada,Belgium,United Kingdom,Brazil,Netherlands,Spain,Germany,Iceland,Italy,Australia,Argentina,Colombia"
Quest for Camelot,15-May-98,45.0,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Musical","Spirited young Kayley, the daughter of a celebrated Round Table knight, embarks on a crusade to recover the magical sword Excalibur after its stolen.","Cary Elwes, Jessalyn Gilsig, Andrea Corr, Bryan White",English,"$22,510,798",Australia
Daddy Day Care,09-May-03,27.0,"Comedy, Family","When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care.","Eddie Murphy, Regina King, Jeff Garlin, Steve Zahn","English, Klingon, German","$104,297,061","Switzerland,Australia,France,Canada"
Conspiracy Theory,08-Aug-97,57.0,"Action, Mystery, Thriller",A New York City cab driver who moonlights as a conspiracy theorist puts his life in danger when crooked government officials set out to silence him.,"Julia Roberts, Patrick Stewart, Cylk Cozart, Mel Gibson",English,"$75,982,834","Hong Kong,Thailand,Singapore,Malaysia"
Casa de mi Padre,11-May-12,42.0,"Comedy, Western",Will Ferrell stars as a Spanish-speaking cowboy in this comedy about a Mexican clan trying to rescue their ranch from greedy creditors.,"Will Ferrell, Genesis Rodriguez, Diego Luna, Pedro Armendáriz Jr.","Spanish, English","$5,909,483",Brazil
The Cold Light of Day,07-Sep-12,4.0,"Action, Thriller","When his family falls prey to kidnappers while on holiday in Spain, Wall Street whiz kid Will Shaw frantically sets out to get them back.","Henry Cavill, Bruce Willis, Sigourney Weaver, Verónica Echegui","Hebrew, English, Spanish","$3,763,583","United Kingdom,Canada,Iceland"
Center Stage,12-May-00,42.0,"Drama, Music, Romance","Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams.","Amanda Schull, Maryann Plunkett, Christine Dunham, Stephen Stout",English,"$17,200,925","United Kingdom,Switzerland,India,Italy,Greece,Sweden,Turkey"
The Texas Chainsaw Massacre,17-Oct-03,37.0,"Crime, Horror","The sole survivor of a 1973 killing spree breaks her silence to tell the story of what really happened on that grisly, unforgettable day.","Mike Vogel, Jessica Biel, Erica Leerhsen, Jonathan Tucker",English,"$80,571,655","Switzerland,Germany,Italy"
Wedding Crashers,15-Jul-05,76.0,"Comedy, Romance",Two buddies know how to use a womans hopes and dreams for their own carnal gain. And their modus operandi? Crashing weddings.,"Rachel McAdams, Vince Vaughn, Christopher Walken, Owen Wilson",English,"$209,255,921","Russia,South Korea,Australia,India,Japan"
Cube,11-Jul-98,63.0,"Drama, Mystery, Sci-Fi, Thriller","Clueless as to how they got there or why they were chosen, six people are caught in a maze of interlocking cubes with no apparent way out.","Nicky Guadagni, Andrew Miller, David Hewlett, Nicole de Boer","English, German, French","$501,818","Japan,South Korea,Hungary,Switzerland,France,Czech Republic,Spain,Germany,Portugal,Italy,Poland,Greece,Slovakia,Turkey,Romania"
Constantine,18-Feb-05,46.0,"Action, Fantasy, Horror, Mystery",A private detective with a taste for the supernatural investigates an apparent suicide in this thriller based on the comic book Hellblazer.,"Shia LaBeouf, Djimon Hounsou, Keanu Reeves, Rachel Weisz","English, Filipino, Tagalog","$75,976,178","France,Belgium,South Korea,Switzerland,Canada,Spain,Portugal,Italy,Australia,Germany,Japan"
Click,23-Jun-06,34.0,"Comedy, Drama, Fantasy, Romance",Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,"David Hasselhoff, Adam Sandler, Kate Beckinsale, Christopher Walken","English, Portuguese, Japanese","$137,355,633","United Kingdom,Switzerland,Hungary,Lithuania,Romania,Russia,India,Hong Kong,Thailand,Czech Republic,Israel,Italy,Australia,Poland,Singapore,Greece,Malaysia,Slovakia,Turkey,Germany"
Good Luck Chuck,21-Sep-07,5.0,"Comedy, Romance","Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.","Troy Gentile, Connor Price, Sasha Pieterse, Mackenzie Mowat",English,"$35,017,297","Switzerland,Italy"
Chernobyl Diaries,25-May-12,19.0,"Horror, Mystery, Thriller","A group of kids takes an illegal tour through an abandoned city near Chernobyl, where mysterious humanoid forms begin to haunt their steps...","Olivia Taylor Dudley, Ingrid Bolsø Berdal, Dimitri Diatchenko, Devin Kelley","English, Ukrainian, Russian","$18,119,640","Hungary,Poland,Romania"
